year,kode urusan,urusan,skpd/ukpd,prorgram,kegiatan,dpa
2013,1.15,KOPERASI DAN USAHA KECIL ,"Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKUT",Program peningkatan dukungan bagi Usaha Mikro Kecil Menengah,"Pasar Rakyat

","98,420,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Utara,Penerapan prinsip good governance dalam penyelenggaraan urusan Ketenagakerjaan,"Belanja peralatan alat tulis kantor, alat tulis, alat listrik, biaya koran , biaya penggandaan","60,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Cendrawasih,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,Rapat Koordinasi UPT Gelanggang Olah Raga Cendrawasih,"24,000,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan - JAKPUS,peningkatan sarana dan prasarana Penataan Ruang,Biaya Internet,"15,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Dasar - JAKBAR,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pendidikan",Sosialisasi Ujian Nasional SD,"72,313,000"
2013,1.07,PERHUBUNGAN,UPT  Pengelola Angkutan  Perairan dan Kepelabuhan,d. Program peningkatan angkutan umum penyeberangan dari dan ke Kepulauan Seribu,Jasa Operator Kapal Penyeberangan UP Angkutan Perairan dan Kepelabuhanan43.051.000.000,"35,000,000,000"
2013,1.24,KEARSIPAN,Kantor Perpustakaan Dan Arsip Daerah - JAKSEL,Program peningkatan pelayanan arsip daerah,"Pengadaan Folder/Guide, Map Gantung, Sekat Arsip, Stempel Retensi, Nomorator","40,000,000"
2013,1.07,PERHUBUNGAN,Unit Pengelola Angkutan Sekolah,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Perhubungan",Validasi Penyempurnaan Rute Hasil Evaluasi dan Rute Rute Baru Pengembangan Bus Sekolah,"50,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO UMUM,Program pelayanan Kerumahtanggaan dan Persandian,Pekerjaan Perawatan Rumah Dinas Pimpinan,"720,000,000"
2013,1.13,SOSIAL,Panti Sosial Tresna Werdha Budi Mulia 3,Program peningkatan sarana prasarana sosial,Penyediaan Sarana dan Prasarana,"100,000,000"
2013,1.01,PENDIDIKAN,PPGTK,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Belanja Perawatan Taman,"12,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Timur,Program Peningkatan Sarana Prasarana Pemuda dan Olahraga,Perbaikan Instalasi Listrik Gelanggang Remaja Kecamatan Cipayung,"100,000,000"
2013,1.03,PEKERJAAN UMUM,UPT Kelistrikan - Kep. Seribu,Program Penyediaan dan Pengelolaan Air Bersih,Pembangunan IPA sistem RO Pulau Kelapa Kapasitas 35 s.d 40 liter permenit,"900,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKSEL,Program kesehatan reproduksi remaja,Gelar Kreativitas Kesehatan Reproduksi Remaja Tk. Kota,"65,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO KEPALA DAERAH Dan KERJASAMA LUAR NEGERI,Program peningkatan kerjasama antar daerah,Fasilitasi penerimaan kunjungan kerja delegasi mitra kerjasama luar negeri,"150,000,000"
2013,1.02,KESEHATAN,BLUD RS Cengkareng,Program peningkatan mutu pelayanan kesehatan,Sertifikasi ISO RSUD Cengkareng,"60,000,000"
2013,1.02,KESEHATAN,BLUD AKPER Jayakarta,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,Pemeliharaan Perlengkapan kantor,"50,000,000"
2013,1.17,KEBUDAYAAN,Museum Bahari,8. Program peningkatan sarana prasarana Kebudayaan,Penataan Ruang Theater Museum Bahari,"1,200,000,000"
2013,1.19,KESATUAN BANGSA DAN POLIT,Kabupaten Administrasi Kepulauan Seribu - Kep. Seribu,Program pencegahan dan penanggulangan konflik,Fasilitasi dan Operasionalisasi Sekretariat Komunitas Intelejen Daerah Kab. Adm. Kep. Seribu,"178,000,000"
2013,1.02,KESEHATAN,BLUD Puskesmas Kec. Tanah Abang - JAKPUS,Program peningkatan gizi masyarakat,"Pencegahan dan Penanggulangan Masalah Gizi di Masyarakat

","258,605,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Dasar - JAKBAR,Program peningkatan sarana dan prasarana Pendidikan,Pengadaan Class Electronic (E-Class) Kec Kembangan,"3,000,000,000"
2013,1.13,SOSIAL,Panti Sosial Asuhan Putra Utama 1,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,"Penyediaan Jasa Komunikasi Sumber Daya Air, Listrik dan Internet","174,240,000"
2013,1.05,PENATAAN RUANG,Sudin Perizinan Bangunan - JAKPUS,peningkatan sarana dan prasarana Penataan Ruang,Pengadaan komputer dan alat pendukungnya,"75,000,000"
2013,1.13,SOSIAL,Panti Sosial Asuhan Putra Utama 4,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,Piket Pelayanan Sosial,"41,610,000"
2013,1.05,PENATAAN RUANG,BIRO TATA RUANG DAN LINGKUNGAN HIDUP,Program Peningkatan Pelayanan Ketatakotaan,Kajian Teknis Rekomendasi dan Pengendalian Penyelenggaraan Reklame,"250,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P","Sudin Peternakan, Perikanan dan Kelautan - JAKUT",Program peningkatan produksi hasil peternakan,Pembinaan kewirausahaan masyarakat di 6 kecamatan,"150,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Ragunan,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,Pemeliharaan peralatan dan perlengkapan kantor,"42,500,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Utara,Program peningkatan kualitas dan produktivitas tenaga kerja,Pelatihan Kejuruan Tata Boga,"312,000,000"
2013,2.04,PARIWISATA,Sudin Pariwisata - Kep. Seribu,8. Program peningkatan iklim usaha kepariwisataan,Monitoring Industri Pariwisata di Kepulauan Seribu,"80,000,000"
2013,1.02,KESEHATAN,BLUD Puskesmas Kec. Senen - JAKPUS,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,Penyediaan kebutuhan operasional pelayanan kesehatan di puskesmas,"6,189,566,193"
2013,2.04,PARIWISATA,Sudin Pariwisata - JAKPUS,3. Program pengembangan destinasi pariwisata,Penyelenggaraan Festival Pasar Baru,"250,000,000"
2013,1.06,PERENCANAAN PEMBANGUNAN,Kantor Perencanaan Pembangunan Kab. Adm - Kep. Seribu,Program perencanaan pembangunan kesejahteraan rakyat,Pelaksanaan Koordinasi Penataan Kabupaten Sehat,"100,000,000"
2013,1.24,KEARSIPAN,Kantor Perpustakaan Dan Arsip Daerah - JAKSEL,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kearsipan,Bimbingan Teknis Kearsipan Dinamis Aktif dab Inaktif bagi UKPD (lanjutan praktek) di lingkungan Kota Adm. Jakarta Selatan,"87,500,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan  - JAKBAR,peningkatan sarana dan prasarana Penataan Ruang,Belanja Pemeliharaan Peralatan dan Perlengkapan Kantor,"150,000,000"
2013,1.02,KESEHATAN,BLUD RS Tarakan,Program peningkatan sarana dan prasarana Kesehatan,Pengadaan Sistem Pemadam Kebakaran Terbarukan,"4,000,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Penyiapan Tenaga Kerja,Program peningkatan sarana prasarana ketenagakerjaan,Pemeliharaan Alat Perlengkapan Kantor,"71,952,000"
2013,1.14,KETENAGAKERJAAN,Pusat Penyiapan Tenaga Kerja,Program fasilitasi pengiriman Tenaga Kerja Indonesia (TKI) ke luar negeri,Pemantauan da Pengendalian Balai Latihan Kerja Luar Negeri (BLKLN),"80,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Program pembangunan sarana dan prasarana Pemberdayaan Masyarakat dan Desa (RW),"Penyediaan Jasa Komunikasi, Sumber Daya Air, Listrik dan Internet","627,454,080"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKPUS,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perhubungan,"PENGAMANAN LALU LINTAS RING I DAN PERJALANAN VVIP DI WILAYAH JAKARTA PUSAT

","100,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKTIM,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Perhubungan","Penyediaan Penunjang Ketata Usahaan Kantor

","100,000,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKUT,Program Peningkatan Kualitas dan Perbaikan Kampung (Dedicated),"Perbaikan Jalan Orang RW. 02 Kel. Pegangsaan Dua Kec. Kelapa Gading

","163,000,000"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,Sudin Kependudukan dan Pencatatan Sipil - JAKPUS,Program peningkatan mutu layanan Kependudukan dan Catatan Sipil,Penataan dan Pengelolaan Dokumen Arsip Hasil Pendaftaran Penduduk dan Pencatatan Sipil,"71,600,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Unit Pengelola Kawasan Pelabuhan Perikanan Dan Pangkalan Pendaratan Ikan,"Program peningkatan sarana dan prasarana Perikanan, Kelautan, dan Peternakan",Pemeliharaan Kolam Pelabuhan Perikanan Muara Angke,"200,000,000"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,Sudin Kependudukan dan Pencatatan Sipil - JAKPUS,Program pengawasan dan penegakan peraturan kependudukan,Operasi Bina Kependudukan,"150,000,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKBAR,Program peningkatan kesehatan lingkungan permukiman,Perbaikan Jl. Orang di RW. 02 Kel. Kalideres,"168,000,000"
2013,1.13,SOSIAL,Panti Sosial Bina Netra Cahaya Bathin,Program peningkatan sarana prasarana sosial,SEWA MESIN FOTO COPY,"20,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin Perindustrian Dan Energi - JAKUT,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,"Penataan Usaha Gudang Sudin Perindustrian dan Energi Jakarta Utara

","50,000,000"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"DINAS KOMUNIKASI, INFORMATIKA DAN KEHUMASAN",Program penerapan kaidah good governance dalam penyelenggaraan urusan Komunikasi Dan Informatika,Penyediaan Transport Kegiatan/ Rapat Dinas Diluar Kantor Dalam Provinsi,"260,000,000"
2013,1.07,PERHUBUNGAN,UPT  Sistem Pengendalian Lalulintas,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Perhubungan",Konsumsi Rapat dan Makan Minum UP SPLL,"25,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKSEL,Program peningkatan keberdayaan masyarakat kelurahan,Pemberdayaan Masyarakat dalam Pengelolaan Air Limbah Domestik Rumah Tangga,"75,000,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKPUS,Program peningkatan kesehatan lingkungan permukiman,"Perbaikan saluran dan jalan orang RW 07 Kel. Kramat

","300,000,000"
2013,1.05,PENATAAN RUANG,Sudin Pengawasan Dan Penertiban Bangunan - JAKTIM,peningkatan sarana dan prasarana Penataan Ruang,Penyediaan peralatan dan perlengkapan kantor,"150,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Cendrawasih,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,Pengadaan Alat Tulis Kantor,"63,600,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Menengah   - JAKTIM,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,"Bimbingan Teknis Kepala Tata Usaha SMA/SMK Negeri Jakarta Timur

","100,000,000"
2013,1.14,KETENAGAKERJAAN,"Pusat Higiene Perusahaan, Kesehatan dan Keselamatan Kerja",Program peningkatan kualitas dan produktivitas tenaga kerja,PELATIHAN HIPERKES DAN KESELAMATAN KERJA BAGI PARAMEDIS,"200,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Pusat,Program peningkatan kesempatan kerja,Temu konsultansi lulusan BLKD Jakarta Pusat dengan pengguna tenaga kerja/perusahaan,"193,125,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Pusat Teknologi Produksi Dan Pengolahan Hasil Peternakan,Program peningkatan produksi hasil peternakan,Peningkatan Sarana dan Prasarana Bimbingan dan Keterampilan,"100,000,000"
2013,1.21,KETAHANAN PANGAN,Sudin Pertanian dan Peternakan - JAKPUS,Program pelaksanaan SPM lain urusan Ketahanan Pangan,Pengembangan Pembinaan Mutu Olahan Hasil Ternak dan Ikan,"200,000,000"
2013,1.19,KESATUAN BANGSA DAN POLIT,Kantor Kesatuan Bangsa Dan Politik - JAKPUS,Program pengembangan wawasan kebangsaan,Dialog interaktif ketahanan nasional bagi Orkemas dan Pemuda,"150,000,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,UPT Dana Bergulir,Program peningkatan dukungan bagi Usaha Mikro Kecil Menengah,Penguatan Pemberdayaan Usaha bagi Pemanfaat Dana Bergulir,"100,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO PRASARANA Dan SARANA KOTA,"Program penerapan prinsip good governance dan pelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Pembinaan Rohani Pegawai,"80,000,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan - JAKSEL,Program Peningkatan Pelayanan Ketatakotaan,Penelitian dan Pemutakhiran Peta Lembar Rencana Kota,"200,000,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Utara,Program peningkatan sarana dan prasarana Pendidikan,Perawatan Peralatan Bengkel Teknik Bangunan,"34,572,800"
2013,2.04,PARIWISATA,UPT Graha Wisata,4. Program pengembangan pemasaran pariwisata,Promosi Graha Wisata Dalam Daerah,"120,000,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan  - JAKBAR,peningkatan sarana dan prasarana Penataan Ruang,Pemeliharaan Sistem Aplikasi Komputer dan Jaringan,"50,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKPUS,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pemberdayaan Masyarakat.",KIE PNPM dan BOP PNPM Mandiri Perkotaan,"100,000,000"
2013,1.17,KEBUDAYAAN,Museum Wayang,4. Program pengelolaan kekayaan budaya,Pendokumentasian Wayang Kulit Cirebon,"100,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKBAR,Program pelayanan kontrasepsi,Pengadaan Alat Kontrasepsi,"200,000,000"
2013,1.07,PERHUBUNGAN,BLUD Transjakarta Busway,g. Program peningkatan pengelolaan Busway,Operasional Layanan Umum Transjakarta Busway,"417,500,000,000"
2013,1.21,KETAHANAN PANGAN,Sudin Pertanian dan Kehutanan - JAKBAR,Program penerapan kaidah good governance dalam penyelenggaraan urusan Ketahanan Pangan,Pemeliharaan dan Pengamanan Balai Penyuluh Pertanian,"500,000,000"
2013,1.05,PENATAAN RUANG,Sudin Pengawasan Dan Penertiban Bangunan - JAKBAR,peningkatan sarana dan prasarana Penataan Ruang,Penyediaan Papan Segel Tindakan Penertiban,"99,288,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,"Kantor Pemberdayaan Masyarakat, Perempuan dan Keluarga Berencana Kab. Adm - Kep. Seribu",Penerapan prinsip good governance dalam penyelenggaraan urusan Pemberdayaan Perempuan dan Perlindungan Anak,Kemitraan Kabupaten Adm. Kepulauan Seribu dengan Kotamadya Surakarta dalam peningkatan Pemberdayaan Perempuan dan Perlindungan Anak,"50,000,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan - JAKPUS,peningkatan sarana dan prasarana Penataan Ruang,Pengadaan perlengkapan dan peralatan kantor,"111,000,000"
2013,2.06,PERDAGANGAN,"DINAS KOPERASI,  UMKM, DAN PERDAGANGAN",Program penerapan kaidah good governance dalam penyelenggaraan urusan Perdagangan,Input Data Lokal SIUP Perdagangan Dalam Negeri,"50,000,000"
2013,1.17,KEBUDAYAAN,Balai Latihan Kesenian Jaksel,3. Program pengelolaan keragaman budaya,Pelatihan Seni Teater Tingkat Dasar Bagi Pelaku,"235,000,000"
2013,1.17,KEBUDAYAAN,Balai Konservasi,4. Program pengelolaan kekayaan budaya,Konservasi Koleksi Material Kulit,"100,000,000"
2013,1.24,KEARSIPAN,Kantor Perpustakaan Dan Arsip Daerah - P. SERIBU,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kearsipan,Penyelenggaraan Sosialisasi Kearsipan bagi UKPD Kab. Adm. Kep. Seribu,"200,000,000"
2013,2.04,PARIWISATA,UPT Pusat Pelatihan dan Sertifikasi Kepariwisataan,1. Program penerapan kaidah good governance dalam penyelenggaraan urusan Pariwisata,Pelatihan tenaga kerja pariwisata Bidang Head waiter,"160,000,000"
2013,1.05,PENATAAN RUANG,BIRO TATA RUANG DAN LINGKUNGAN HIDUP,Program penerapan kaidah good governance dalam penyelenggaraan Urusan Penataan Ruang,Pemeliharaan Peralatan Kantor,"20,000,000"
2013,1.08,LINGKUNGAN HIDUP,Kantor Lingkungan Hidup - JAKUT,Program pengendalian pencemaran dan perusakan Lingkungan Hidup,Penyusunan Database Kegiatan Usaha Terkait Penanganan Lingkungan,"200,000,000"
2013,2.04,PARIWISATA,Sudin Pariwisata - Kep. Seribu,"2. Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pariwisata","Penyediaan Jasa Kebersihan Sarana Pariwisata di Pulau Untung Jawa

","100,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO HUKUM,Program penataan dan penyusunan peraturan perundang-undangan daerah (Legislasi Daerah),Penyusunan Naskah Akademis Raperda Tentang Pengelolaan Air Bawah Tanah,"75,000,000"
2013,1.19,KESATUAN BANGSA DAN POLIT,Kantor Kesatuan Bangsa Dan Politik - JAKPUS,Program pencegahan dan penanggulangan konflik,Peningkatan pemahaman tentang kerawanan idiologi bagi pengurus Ormas dan OKP,"200,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKUT,Program pembinaan peran serta masyarakat dalam pelayanan KB/KR yang mandiri,Temu Kader PPKB RW Tk. Kota,"128,180,500"
2013,1.17,KEBUDAYAAN,Balai Latihan Kesenian Jaktim,6. Program pengembangan kerjasama pengelolaan kekayaan budaya,Pergelaran Partisipasi Dalam Rangka Pekan Budaya Betawi di Perkampungan Budaya Betawi,"150,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin Kebersihan - JAKUT,"Program Penerapan sistem 3R (reduce, reuse, recycle) di tingkat RW (Dedicated)",Pembinaan Lingkungan Bersih dan Sehat.,"160,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Utara,Program Pembinaan Peran Serta Masyarakat Terhadap Pemuda,Jambore Kreasi Remaja,"125,000,000"
2013,2.04,PARIWISATA,DINAS PARIWISATA DAN KEBUDAYAAN,"2. Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Pariwisata","Penyediaan Jasa Kebersihan Gedung Dinas (Gedung A, B dan C)","1,600,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",Planetarium dan Observatorium,Program pelaksanaan SPM lain urusan Otonomi Daerah dan Pemerintahan Umum,Seminar Tentang Perhitungan Hilal menurut Ilmu Astronomi,"80,200,000"
2013,1.19,KESATUAN BANGSA DAN POLIT,Kantor Kesatuan Bangsa Dan Politik - JAKUT,Program pendidikan politik masyarakat,"Sosialisasi Pemahaman Politik Menjelang Pilpres 2014 bagi Parpol, Ormas dan LSM","220,000,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKBAR,Program kebijakan tentang keserasian peningkatan kualitas anak dan perempuan,KIE PENCEGAHAN TRAFICKING PEREMPUAN DAN ANAK,"75,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKTIM,Program peningkatan keberdayaan masyarakat kelurahan,GELAR/PAMERAN & KEMITRAAN TTG TK. KOTA ADMINISTRASI JAKTIM (SENTRA TIMUR FAIR),"90,000,000"
2013,1.02,KESEHATAN,BLUD Puskesmas Kec. Senen - JAKPUS,Program pengawasan obat dan makanan,Pencegahan dan Penanggulangan Masalah Gizi di Masyarakat,"117,753,000"
2013,1.02,KESEHATAN,BLUD Puskesmas Kec. Tanah Abang - JAKPUS,Program penerapan kaidah good governance dalam penyelenggaraan urusan Kesehatan,"Penyediaan Kebutuhan Operasional Pelayanan Kesehatan di Puskesmas

","5,955,582,460"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BADAN PENDIDIKAN Dan PELATIHAN,Program pendidikan dan pelatihan,Diklat Pengelolaan Barang Daerah,"188,356,700"
2013,1.08,LINGKUNGAN HIDUP,Pusat Pelayanan Peredaran Hasil Hutan,Program penerapan kaidah good governance dalam penyelenggaraan urusan Lingkungan Hidup,Penggadaan dan foto copy Pusat Pelayanan Peredaran Hasil Hutan,"9,000,000"
2013,1.13,SOSIAL,Panti Sosial Bina Grahita Belaian Kasih,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,Penyediaan Jasa Administrasi Keuangan,"6,000,000"
2013,1.02,KESEHATAN,BLUD Puskesmas Kec. Cempaka Putih - JAKPUS,Program pencegahan dan penanggulangan penyakit menular,Penatalaksanaan surveilans berbasis masyarakat,"14,700,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKSEL,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perhubungan,"Penertiban dan Pengendalian Parkir di Zona V Wilayah Jakarta Selatan (Kec. Cilandak, Kec. Pesanggrahan)","100,000,000"
2013,1.08,LINGKUNGAN HIDUP,UPT Laboratorium Lingkungan Hidup Daerah,Program peningkatan sarana dan prasarana Lingkungan Hidup,Pengisian Tabung Gas,"35,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Menengah   - JAKTIM,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,"Penyediaan Jasa Telepon, Air, Listrik, dan Internet Seksi Dikmen dan PKBM Negeri

","250,000,000"
2013,1.07,PERHUBUNGAN,Sudin Perhubungan - JAKBAR,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Perhubungan",Pengadaan Net book (Laptop Mini) SKPD Perhubungan Jakarta Barat,"50,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Rawamangun,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,Penyediaan Jasa Kebersihan/ Clening Service pada seluruh Gedung Kantor/ Fasilitas OLahraga Unit Pengelola Gelanggang,"2,000,000,000"
2013,1.21,KETAHANAN PANGAN,DINAS KELAUTAN DAN PERTANIAN,Program penerapan kaidah good governance dalam penyelenggaraan urusan Ketahanan Pangan,Pengamanan Kantor dan Aset Dinas,"3,000,000,000"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,Sudin Kependudukan Dan Pencatatan Sipil - Kep.Seribu,Program peningkatan pengelolaan administrasi kependudukan,Pembinaan Administrasi Kependudukan,"50,000,000"
2013,1.07,PERHUBUNGAN,UPT Pusat Pengujian Kendaraan Bermotor,Program peningkatan pelayanan pengujian kendaraan bermotor dan sertifikasi perangkat telekomunikasi,Jasa Kebersihan (Cleaning Service) PKB Pulo Gadung,"180,000,000"
